State,Region,Food insecurity,Median household income,Children eligible for free lunch
AL,South,0.136,51441,0.361
AL,South,0.135,51868,0.383
AL,South,0.131,48867,0.368
AL,South,0.135,47539,0.344
AL,South,0.23,30287,0.664
AL,South,0.227,30981,0.697
AL,South,0.158,37392,0.535
AL,South,0.154,39781,0.546
AL,South,0.121,44225,0.439
AL,South,0.118,44392,0.442
AL,South,0.27,25854,0.901
AL,South,0.241,25937,0.86
AL,South,0.227,30605,0.679
AL,South,0.221,31041,0.694
AL,South,0.175,39212,0.51
AL,South,0.172,37898,0.53
AL,South,0.21,32320,0.651
AL,South,0.205,33883,0.661
AL,South,0.15,37868,0.508
AL,South,0.148,37478,0.534
AL,South,0.145,39621,0.523
AL,South,0.142,41348,0.533
AL,South,0.199,33390,0.683
AL,South,0.185,33581,0.711
AL,South,0.244,34606,0.601
AL,South,0.223,34593,0.606
AL,South,0.176,34579,0.524
AL,South,0.169,33344,0.555
AL,South,0.134,38235,0.486
AL,South,0.138,40407,0.502
AL,South,0.151,45631,0.363
AL,South,0.15,44666,0.385
AL,South,0.158,39771,0.444
AL,South,0.156,40032,0.466
AL,South,0.244,27110,0.813
AL,South,0.228,27196,0.813
AL,South,0.178,32960,0.65
AL,South,0.169,35175,0.678
AL,South,0.163,34017,0.47
AL,South,0.16,35187,0.484
AL,South,0.168,33648,0.504
AL,South,0.167,34105,0.522
AL,South,0.134,37938,0.448
AL,South,0.137,40142,0.42
AL,South,0.166,40125,0.519
AL,South,0.167,41805,0.546
AL,South,0.315,27400,0.77
AL,South,0.289,27524,0.791
AL,South,0.153,37644,0.587
AL,South,0.141,36713,0.601
AL,South,0.144,52324,0.41
AL,South,0.141,51650,0.426
AL,South,0.201,33588,0.617
AL,South,0.196,33455,0.644
AL,South,0.16,35737,0.487
AL,South,0.158,38587,0.521
AL,South,0.167,35720,0.483
AL,South,0.158,35661,0.498
AL,South,0.155,33173,0.57
AL,South,0.149,33332,0.576
AL,South,0.153,33347,0.541
AL,South,0.155,35378,0.553
AL,South,0.3,24592,0.873
AL,South,0.275,25864,0.878
AL,South,0.243,31025,0.676
AL,South,0.229,33597,0.612
AL,South,0.156,37108,0.534
AL,South,0.158,41590,0.544
AL,South,0.17,40609,0.536
AL,South,0.171,39636,0.561
AL,South,0.139,39618,0.5
AL,South,0.138,37204,0.489
AL,South,0.191,43967,0.425
AL,South,0.183,45024,0.457
AL,South,0.164,33940,0.501
AL,South,0.162,36475,0.481
AL,South,0.15,41536,0.416
AL,South,0.151,43586,0.446
AL,South,0.148,38524,0.503
AL,South,0.147,40713,0.528
AL,South,0.172,43182,0.398
AL,South,0.174,44647,0.391
AL,South,0.134,49616,0.392
AL,South,0.131,50148,0.409
AL,South,0.292,28544,0.908
AL,South,0.258,29734,0.935
AL,South,0.282,27709,0.981
AL,South,0.26,29228,0.915
AL,South,0.15,57072,0.321
AL,South,0.147,58258,0.31
AL,South,0.226,31888,0.62
AL,South,0.214,33749,0.625
AL,South,0.164,32237,0.476
AL,South,0.16,34162,0.478
AL,South,0.144,36960,0.486
AL,South,0.14,38399,0.484
AL,South,0.196,39546,0.629
AL,South,0.188,42278,0.645
AL,South,0.246,36221,0.609
AL,South,0.221,32696,0.637
AL,South,0.218,41430,0.645
AL,South,0.21,44013,0.672
AL,South,0.146,44766,0.372
AL,South,0.143,44079,0.454
AL,South,0.293,25215,0.969
AL,South,0.265,25461,0.977
AL,South,0.223,31433,0.681
AL,South,0.212,32314,0.689
AL,South,0.214,32411,0.625
AL,South,0.212,35944,0.612
AL,South,0.19,35024,0.579
AL,South,0.18,35121,0.534
AL,South,0.213,34310,0.615
AL,South,0.211,35762,0.573
AL,South,0.105,67244,0.235
AL,South,0.105,68718,0.302
AL,South,0.129,50989,0.418
AL,South,0.129,52437,0.408
AL,South,0.31,24059,0.856
AL,South,0.284,24504,0.552
AL,South,0.197,34785,0.631
AL,South,0.19,38505,0.645
AL,South,0.186,36463,0.539
AL,South,0.178,37747,0.561
AL,South,0.185,41495,0.482
AL,South,0.177,45959,0.492
AL,South,0.151,36600,0.474
AL,South,0.15,37193,0.508
AL,South,0.188,39173,0.52
AL,South,0.171,41115,0.512
AL,South,0.324,22126,0.964
AL,South,0.295,23184,0.964
AL,South,0.176,32663,0.464
AL,South,0.167,33578,0.493
AR,South,0.213,37907,0.537
AR,South,0.194,38497,0.554
AR,South,0.208,39276,0.765
AR,South,0.211,36479,0.552
AR,South,0.156,35315,0.47
AR,South,0.164,36082,0.479
AR,South,0.137,52717,0.365
AR,South,0.14,56518,0.382
AR,South,0.153,35848,0.426
AR,South,0.162,38410,0.439
AR,South,0.228,31940,0.637
AR,South,0.218,31733,0.651
AR,South,0.17,36216,0.504
AR,South,0.179,37497,0.534
AR,South,0.147,34096,0.532
AR,South,0.152,34109,0.549
AR,South,0.282,26911,0.982
AR,South,0.267,28006,0.987
AR,South,0.215,34482,0.486
AR,South,0.217,36517,0.522
AR,South,0.196,32642,0.494
AR,South,0.195,33488,0.509
AR,South,0.152,41337,0.424
AR,South,0.159,41612,0.412
AR,South,0.17,41338,0.381
AR,South,0.172,42414,0.415
AR,South,0.228,35024,0.563
AR,South,0.223,36927,0.566
AR,South,0.184,35832,0.515
AR,South,0.189,38145,0.542
AR,South,0.189,42437,0.462
AR,South,0.192,41608,0.45
AR,South,0.165,39367,0.499
AR,South,0.168,39384,0.506
AR,South,0.286,36588,0.788
AR,South,0.264,37726,0.796
AR,South,0.192,35839,0.581
AR,South,0.196,35438,0.53
AR,South,0.234,30984,0.548
AR,South,0.227,32591,0.68
AR,South,0.266,30298,0.699
AR,South,0.264,30241,0.709
AR,South,0.238,33682,0.541
AR,South,0.234,35249,0.501
AR,South,0.168,49843,0.348
AR,South,0.171,49936,0.357
AR,South,0.161,39763,0.436
AR,South,0.164,38874,0.505
AR,South,0.156,31988,0.51
AR,South,0.164,33439,0.526
AR,South,0.176,39617,0.49
AR,South,0.179,39057,0.51
AR,South,0.129,47421,0.353
AR,South,0.136,47089,0.286
AR,South,0.177,38771,0.455
AR,South,0.183,40840,0.457
AR,South,0.208,32292,0.689
AR,South,0.211,33715,0.721
AR,South,0.158,41754,0.481
AR,South,0.166,39927,0.496
AR,South,0.199,33049,0.587
AR,South,0.2,32740,0.563
AR,South,0.176,37818,0.467
AR,South,0.187,37761,0.465
AR,South,0.169,29663,0.465
AR,South,0.172,33308,0.516
AR,South,0.214,30604,0.586
AR,South,0.213,32923,0.603
AR,South,0.259,36346,0.61
AR,South,0.249,36169,0.634
AR,South,0.162,34322,0.601
AR,South,0.167,33634,0.63
AR,South,0.221,28857,0.728
AR,South,0.226,30642,0.697
AR,South,0.189,29229,0.54
AR,South,0.193,34740,0.559
AR,South,0.278,26046,0.846
AR,South,0.279,27068,0.991
AR,South,0.222,36222,0.509
AR,South,0.227,36062,0.531
AR,South,0.173,35406,0.508
AR,South,0.172,36310,0.514
AR,South,0.154,33850,0.5
AR,South,0.161,34090,0.499
AR,South,0.149,51212,0.322
AR,South,0.152,55648,0.332
AR,South,0.15,33428,0.513
AR,South,0.164,36358,0.594
AR,South,0.159,31516,0.539
AR,South,0.163,34217,0.62
AR,South,0.195,38225,0.549
AR,South,0.197,40005,0.539
AR,South,0.251,34058,0.726
AR,South,0.238,34285,0.808
AR,South,0.241,29032,0.897
AR,South,0.24,29870,0.891
AR,South,0.155,32779,0.609
AR,South,0.17,31763,0.732
AR,South,0.214,32107,0.63
AR,South,0.212,33341,0.638
AR,South,0.159,29316,0.59
AR,South,0.175,31824,0.496
AR,South,0.224,32749,0.6
AR,South,0.227,35006,0.574
AR,South,0.149,40119,0.413
AR,South,0.153,42328,0.451
AR,South,0.302,26013,0.883
AR,South,0.291,25894,0.806
AR,South,0.174,33144,0.529
AR,South,0.181,35592,0.518
AR,South,0.2,32248,0.71
AR,South,0.204,34113,0.717
AR,South,0.162,31749,0.639
AR,South,0.168,31818,0.574
AR,South,0.166,40206,0.45
AR,South,0.17,39704,0.468
AR,South,0.175,36191,0.584
AR,South,0.181,38921,0.599
AR,South,0.205,44819,0.55
AR,South,0.204,46526,0.547
AR,South,0.178,33870,0.584
AR,South,0.183,33148,0.58
AR,South,0.132,57787,0.3
AR,South,0.137,54921,0.332
AR,South,0.162,30630,0.548
AR,South,0.162,32404,0.542
AR,South,0.171,26330,0.615
AR,South,0.182,27299,0.42
AR,South,0.18,38730,0.52
AR,South,0.18,41685,0.536
AR,South,0.166,32662,0.627
AR,South,0.172,33698,0.626
AR,South,0.18,30076,0.534
AR,South,0.181,31224,0.555
AR,South,0.283,32932,0.993
AR,South,0.271,29011,0.799
AR,South,0.177,28442,0.484
AR,South,0.18,27522,0.528
AR,South,0.22,40026,0.509
AR,South,0.212,38132,0.514
AR,South,0.184,35876,0.538
AR,South,0.184,35111,0.536
AR,South,0.168,41856,0.464
AR,South,0.17,43302,0.458
AR,South,0.172,40950,0.424
AR,South,0.176,43363,0.428
AR,South,0.243,29184,0.739
AR,South,0.241,29159,0.727
AR,South,0.151,38322,0.628
AR,South,0.16,34679,0.638
DC,South,0.145,66326,0.561
DE,South,0.124,51695,0.382
DE,South,0.128,53811,0.441
DE,South,0.121,62086,0.407
DE,South,0.12,63033,0.411
DE,South,0.101,48684,0.493
DE,South,0.107,50207,0.475
FL,South,0.192,41297,0.409
FL,South,0.191,39614,0.411
FL,South,0.162,45721,0.404
FL,South,0.158,46505,0.472
FL,South,0.16,45259,0.461
FL,South,0.164,45249,0.435
FL,South,0.166,38680,0.57
FL,South,0.169,40668,0.586
FL,South,0.152,46332,0.355
FL,South,0.152,46677,0.378
FL,South,0.165,49564,0.458
FL,South,0.156,50343,0.483
FL,South,0.181,33418,0.522
FL,South,0.176,33977,
FL,South,0.141,44454,0.493
FL,South,0.142,43611,0.503
FL,South,0.152,38937,0.464
FL,South,0.151,39285,0.506
FL,South,0.135,56359,0.286
FL,South,0.134,57991,0.33
FL,South,0.142,54475,0.517
FL,South,0.133,55584,0.53
FL,South,0.171,37091,0.526
FL,South,0.177,41722,0.558
FL,South,0.173,33602,0.658
FL,South,0.169,33198,0.698
FL,South,0.166,31913,0.664
FL,South,0.173,31649,0.681
FL,South,0.192,43835,0.482
FL,South,0.188,47876,0.473
FL,South,0.183,44539,0.515
FL,South,0.183,42742,0.543
FL,South,0.17,44460,0.504
FL,South,0.163,47872,0.521
FL,South,0.177,37868,0.656
FL,South,0.175,33471,
FL,South,0.244,35854,0.769
FL,South,0.232,34348,0.803
FL,South,0.148,38016,0.458
FL,South,0.157,39854,
FL,South,0.16,37004,0.515
FL,South,0.166,39003,0.525
FL,South,0.165,34940,0.432
FL,South,0.175,38880,0.438
FL,South,0.211,32232,0.69
FL,South,0.204,33836,0.736
FL,South,0.172,34012,0.691
FL,South,0.162,34884,0.725
FL,South,0.202,36515,0.722
FL,South,0.187,37085,0.728
FL,South,0.157,37093,0.47
FL,South,0.154,39280,0.483
FL,South,0.156,34722,0.597
FL,South,0.156,34054,0.634
FL,South,0.173,46534,0.478
FL,South,0.165,49510,0.492
FL,South,0.15,36272,0.525
FL,South,0.159,33220,0.554
FL,South,0.164,42638,0.468
FL,South,0.159,44326,0.48
FL,South,0.158,34978,0.502
FL,South,0.164,36332,0.533
FL,South,0.183,38244,0.67
FL,South,0.184,39494,0.748
FL,South,0.138,34054,0.514
FL,South,0.156,37120,
FL,South,0.149,41579,0.464
FL,South,0.147,44244,0.478
FL,South,0.154,46396,0.542
FL,South,0.148,46605,0.556
FL,South,0.203,46014,0.368
FL,South,0.204,46975,0.391
FL,South,0.176,32815,0.608
FL,South,0.17,33193,0.625
FL,South,0.16,37726,0.447
FL,South,0.166,36561,
FL,South,0.209,31469,0.699
FL,South,0.206,30391,0.691
FL,South,0.155,46999,0.476
FL,South,0.15,48066,0.481
FL,South,0.17,37287,0.547
FL,South,0.164,38783,0.578
FL,South,0.139,47120,0.349
FL,South,0.139,51159,0.359
FL,South,0.178,41311,0.623
FL,South,0.153,41840,0.632
FL,South,0.128,52152,0.375
FL,South,0.129,50380,0.366
FL,South,0.132,55367,0.356
FL,South,0.135,56987,0.371
FL,South,0.139,52381,0.312
FL,South,0.145,54265,0.305
FL,South,0.177,34742,0.628
FL,South,0.176,35954,0.671
FL,South,0.178,45565,0.502
FL,South,0.169,46675,0.473
FL,South,0.161,42743,0.539
FL,South,0.147,41592,0.573
FL,South,0.162,51217,0.457
FL,South,0.154,51768,0.472
FL,South,0.154,42695,0.442
FL,South,0.148,45454,0.48
FL,South,0.159,44819,0.427
FL,South,0.157,43773,0.472
FL,South,0.173,41337,0.583
FL,South,0.167,42447,0.593
FL,South,0.192,33593,0.726
FL,South,0.193,32852,0.697
FL,South,0.134,59854,0.345
FL,South,0.138,54876,0.341
FL,South,0.143,48239,0.408
FL,South,0.141,48717,0.419
FL,South,0.143,54901,0.334
FL,South,0.138,55195,0.365
FL,South,0.126,62112,0.195
FL,South,0.127,66312,0.207
FL,South,0.18,41934,0.531
FL,South,0.173,42825,0.57
FL,South,0.122,47017,0.501
FL,South,0.126,52670,0.517
FL,South,0.162,34434,0.586
FL,South,0.168,35666,0.61
FL,South,0.169,36257,0.623
FL,South,0.174,38370,0.653
FL,South,0.172,39486,0.513
FL,South,0.178,40841,
FL,South,0.159,40114,0.479
FL,South,0.156,40908,0.492
FL,South,0.134,46773,0.395
FL,South,0.145,47430,0.399
FL,South,0.133,40239,0.439
FL,South,0.142,45357,0.495
FL,South,0.176,36560,0.54
FL,South,0.176,35671,0.527
GA,South,0.182,35757,0.588
GA,South,0.173,36915,0.601
GA,South,0.214,28693,0.674
GA,South,0.206,30883,0.743
GA,South,0.172,32460,0.529
GA,South,0.165,33781,0.569
GA,South,0.24,30042,0.798
GA,South,0.241,37135,0.804
GA,South,0.246,35412,0.664
GA,South,0.234,35815,0.674
GA,South,0.119,43102,0.572
GA,South,0.125,42495,0.668
GA,South,0.134,49608,0.513
GA,South,0.132,54668,0.486
GA,South,0.15,46693,0.506
GA,South,0.149,46330,0.507
GA,South,0.238,29155,0.732
GA,South,0.237,30090,0.715
GA,South,0.183,32955,0.605
GA,South,0.175,37903,0.584
GA,South,0.23,36198,0.721
GA,South,0.225,36816,0.736
GA,South,0.204,40922,0.504
GA,South,0.196,40369,0.5
GA,South,0.152,36303,0.552
GA,South,0.154,36758,0.551
GA,South,0.183,32176,0.74
GA,South,0.188,34367,0.778
GA,South,0.13,61561,0.311
GA,South,0.134,66066,0.288
GA,South,0.221,35078,0.518
GA,South,0.224,36484,0.527
GA,South,0.234,32324,0.711
GA,South,0.231,32675,0.714
GA,South,0.168,42815,0.554
GA,South,0.163,43330,0.588
GA,South,0.252,28818,0.736
GA,South,0.241,30727,0.735
GA,South,0.161,51638,0.37
GA,South,0.162,49098,0.388
GA,South,0.178,31703,0.65
GA,South,0.181,31427,0.657
GA,South,0.171,43636,0.56
GA,South,0.166,45493,0.551
GA,South,0.116,46600,0.405
GA,South,0.119,50847,0.403
GA,South,0.163,32626,0.621
GA,South,0.162,35165,0.605
GA,South,0.197,42694,0.55
GA,South,0.194,45254,0.567
GA,South,0.241,43020,0.512
GA,South,0.239,46893,0.497
GA,South,0.166,34976,0.55
GA,South,0.172,34440,0.576
GA,South,0.103,68800,0.254
GA,South,0.104,67686,0.251
GA,South,0.219,32720,0.742
GA,South,0.215,32864,0.726
GA,South,0.265,26957,0.821
GA,South,0.27,27102,0.803
GA,South,0.24,37594,0.744
GA,South,0.232,40606,0.772
GA,South,0.212,31347,0.624
GA,South,0.193,30094,0.665
GA,South,0.148,62596,0.389
GA,South,0.145,62866,0.396
GA,South,0.213,32646,0.672
GA,South,0.202,33615,0.671
GA,South,0.185,32692,0.661
GA,South,0.18,33095,0.666
GA,South,0.108,69582,0.254
GA,South,0.115,72531,0.254
GA,South,0.201,32107,0.615
GA,South,0.191,32327,0.66
GA,South,0.135,61153,0.365
GA,South,0.137,61469,0.386
GA,South,0.171,42409,0.693
GA,South,0.168,43392,0.719
GA,South,0.248,29175,0.719
GA,South,0.241,30481,0.744
GA,South,0.121,40984,0.435
GA,South,0.128,43446,0.433
GA,South,0.118,54503,0.371
GA,South,0.122,52804,0.39
GA,South,0.215,49061,0.623
GA,South,0.206,49894,0.654
GA,South,0.237,30331,0.661
GA,South,0.226,34102,0.678
GA,South,0.197,32926,0.594
GA,South,0.19,33893,
GA,South,0.251,30371,0.747
GA,South,0.236,31620,0.858
GA,South,0.275,31065,0.754
GA,South,0.266,31575,0.765
GA,South,0.173,51540,0.507
GA,South,0.169,51941,0.5
GA,South,0.229,30953,0.686
GA,South,0.22,32357,0.698
GA,South,0.17,32664,0.642
GA,South,0.158,34809,0.653
GA,South,0.127,62568,0.329
GA,South,0.128,61062,0.335
GA,South,0.213,33081,0.612
GA,South,0.192,34487,0.603
GA,South,0.211,28254,0.698
GA,South,0.213,30348,0.711
GA,South,0.181,31683,0.722
GA,South,0.188,32838,
GA,South,0.138,35474,0.5
GA,South,0.145,35673,0.505
GA,South,0.11,78717,0.188
GA,South,0.113,81368,0.192
GA,South,0.17,38523,0.553
GA,South,0.171,39381,0.562
GA,South,0.084,87380,0.161
GA,South,0.084,87565,0.157
GA,South,0.165,35150,0.512
GA,South,0.169,40114,0.527
GA,South,0.207,55816,0.514
GA,South,0.198,55474,0.498
GA,South,0.152,39637,0.58
GA,South,0.15,39323,0.634
GA,South,0.175,35637,0.424
GA,South,0.18,37955,0.46
GA,South,0.178,43782,0.508
GA,South,0.176,43533,0.546
GA,South,0.158,41141,0.532
GA,South,0.153,42291,0.511
GA,South,0.192,32860,0.648
GA,South,0.191,35212,0.561
GA,South,0.196,43406,0.706
GA,South,0.185,42842,0.661
GA,South,0.141,56665,0.456
GA,South,0.139,59081,0.456
GA,South,0.141,41343,0.475
GA,South,0.136,40530,0.449
GA,South,0.127,49636,0.562
GA,South,0.126,46986,0.554
GA,South,0.3,25416,0.769
GA,South,0.281,26281,0.699
GA,South,0.155,39407,0.425
GA,South,0.163,39548,0.447
GA,South,0.102,63806,0.286
GA,South,0.11,60977,0.279
GA,South,0.174,36483,0.538
GA,South,0.179,40225,0.534
GA,South,0.174,39756,0.541
GA,South,0.173,40123,0.53
GA,South,0.153,57848,0.401
GA,South,0.154,60087,0.409
GA,South,0.152,54307,0.433
GA,South,0.157,52297,0.439
GA,South,0.192,32965,0.627
GA,South,0.191,35854,0.611
GA,South,0.135,50403,0.404
GA,South,0.134,52385,0.404
GA,South,0.17,41842,0.626
GA,South,0.165,42343,0.618
GA,South,0.198,32867,0.599
GA,South,0.196,34481,0.626
GA,South,0.251,29316,0.77
GA,South,0.255,29152,0.761
GA,South,0.259,29525,0.651
GA,South,0.241,28445,0.652
GA,South,0.217,28995,0.627
GA,South,0.201,29565,0.626
GA,South,0.148,51941,0.381
GA,South,0.149,51650,0.398
GA,South,0.2,38892,0.594
GA,South,0.189,40915,0.639
GA,South,0.174,33481,0.646
GA,South,0.175,35101,0.637
GA,South,0.212,34910,0.564
GA,South,0.209,33974,0.564
GA,South,0.13,63338,0.35
GA,South,0.135,63272,0.347
GA,South,0.206,41922,0.504
GA,South,0.203,40175,0.495
GA,South,0.19,36396,0.557
GA,South,0.19,35683,0.519
GA,South,0.169,39176,0.587
GA,South,0.17,41147,0.613
GA,South,0.202,36920,0.517
GA,South,0.203,37138,0.525
GA,South,0.144,44289,0.463
GA,South,0.145,42919,0.461
GA,South,0.264,28654,0.699
GA,South,0.255,28844,0.697
GA,South,0.135,40209,0.494
GA,South,0.138,43611,0.505
GA,South,0.177,33633,0.639
GA,South,0.185,34680,0.654
GA,South,0.205,36331,0.62
GA,South,0.2,37328,0.625
GA,South,0.176,37040,0.713
GA,South,0.172,36346,0.712
GA,South,0.212,35312,0.528
GA,South,0.194,34962,0.538
GA,South,0.158,32262,0.629
GA,South,0.17,32535,0.628
GA,South,0.215,30020,0.67
GA,South,0.213,32280,0.779
GA,South,0.145,50594,0.483
GA,South,0.148,54793,0.496
GA,South,0.188,33983,0.727
GA,South,0.188,37128,0.736
GA,South,0.156,46445,0.432
GA,South,0.153,48337,0.44
GA,South,0.164,35918,0.627
GA,South,0.161,40343,0.637
GA,South,0.209,43264,0.549
GA,South,0.206,40414,0.572
GA,South,0.182,48780,0.545
GA,South,0.178,50862,0.57
GA,South,0.09,75532,0.174
GA,South,0.096,72478,0.185
GA,South,0.132,42992,0.485
GA,South,0.135,44026,0.492
GA,South,0.126,59621,0.317
GA,South,0.126,60008,0.329
GA,South,0.224,39726,0.649
GA,South,0.216,42602,0.665
GA,South,0.12,50131,0.415
GA,South,0.121,53332,0.456
GA,South,0.151,38777,0.48
GA,South,0.155,36214,0.487
GA,South,0.127,51781,0.388
GA,South,0.127,52393,0.347
GA,South,0.166,37815,0.584
GA,South,0.158,38730,0.617
GA,South,0.163,35847,0.601
GA,South,0.183,37012,0.592
GA,South,0.164,40644,0.69
GA,South,0.166,42934,
GA,South,0.236,28675,0.931
GA,South,0.22,29111,0.966
GA,South,0.161,37684,0.542
GA,South,0.169,38114,0.522
GA,South,0.239,28497,0.826
GA,South,0.241,28105,0.825
GA,South,0.235,36490,0.683
GA,South,0.232,36069,0.694
GA,South,0.185,50699,0.54
GA,South,0.179,50646,0.558
GA,South,0.187,39105,0.419
GA,South,0.195,38944,0.443
GA,South,0.221,33508,0.625
GA,South,0.212,35087,
GA,South,0.194,31785,0.663
GA,South,0.187,34814,0.671
GA,South,0.21,35761,0.644
GA,South,0.203,39068,0.661
GA,South,0.161,34384,0.504
GA,South,0.156,36318,0.512
GA,South,0.231,27009,0.832
GA,South,0.236,28304,0.853
GA,South,0.253,32590,0.769
GA,South,0.249,32474,0.762
GA,South,0.214,30909,0.79
GA,South,0.211,33168,
GA,South,0.252,27124,0.821
GA,South,0.232,28917,0.825
GA,South,0.191,37818,0.641
GA,South,0.188,35983,0.661
GA,South,0.233,30266,0.712
GA,South,0.229,30538,0.705
GA,South,0.267,27655,0.669
GA,South,0.25,28334,
GA,South,0.258,31095,0.776
GA,South,0.239,31826,0.803
GA,South,0.202,35909,0.57
GA,South,0.211,38914,0.567
GA,South,0.204,33716,0.597
GA,South,0.192,33902,0.622
GA,South,0.203,31820,0.63
GA,South,0.201,32311,0.662
GA,South,0.11,37826,0.471
GA,South,0.125,39854,0.477
GA,South,0.224,32063,0.632
GA,South,0.218,31917,0.661
GA,South,0.2,38598,0.559
GA,South,0.2,42044,0.556
GA,South,0.22,26408,0.713
GA,South,0.207,31817,0.728
GA,South,0.211,36549,0.77
GA,South,0.214,36107,0.771
GA,South,0.122,38334,0.339
GA,South,0.13,39677,0.345
GA,South,0.192,34395,0.572
GA,South,0.193,34709,0.594
GA,South,0.134,36628,0.538
GA,South,0.139,40512,0.564
GA,South,0.145,52737,0.43
GA,South,0.142,54294,0.437
GA,South,0.202,33017,0.599
GA,South,0.199,32211,0.616
GA,South,0.272,30063,0.825
GA,South,0.262,30967,0.854
GA,South,0.24,33068,0.537
GA,South,0.219,36807,0.541
GA,South,0.183,37957,0.574
GA,South,0.182,38081,0.581
GA,South,0.177,32789,0.632
GA,South,0.174,34374,0.67
GA,South,0.215,27514,0.681
GA,South,0.211,30779,0.702
GA,South,0.141,41283,0.468
GA,South,0.142,41337,0.451
GA,South,0.158,39860,0.61
GA,South,0.148,39946,0.616
GA,South,0.217,31241,0.705
GA,South,0.209,33308,0.729
GA,South,0.22,31957,0.677
GA,South,0.219,33662,0.663
GA,South,0.182,36219,0.746
GA,South,0.177,35745,0.763
GA,South,0.182,35815,0.616
GA,South,0.176,36616,0.655
KY,South,0.159,31032,0.518
KY,South,0.152,31710,0.516
KY,South,0.158,37770,0.492
KY,South,0.152,39798,0.487
KY,South,0.134,54704,0.371
KY,South,0.128,52852,0.358
KY,South,0.136,41947,0.471
KY,South,0.133,42712,0.448
KY,South,0.165,37211,0.497
KY,South,0.157,38370,0.433
KY,South,0.184,31964,0.685
KY,South,0.178,33752,0.574
KY,South,0.213,25771,0.724
KY,South,0.212,25761,0.583
KY,South,0.114,66085,0.254
KY,South,0.114,65274,0.242
KY,South,0.161,39002,0.522
KY,South,0.158,40045,0.525
KY,South,0.155,40155,0.47
KY,South,0.153,41443,0.385
KY,South,0.172,42058,0.416
KY,South,0.164,43585,0.425
KY,South,0.147,41217,0.47
KY,South,0.14,43222,0.454
KY,South,0.185,25831,0.736
KY,South,0.193,26869,0.642
KY,South,0.156,40530,0.502
KY,South,0.147,40107,0.551
KY,South,0.13,56377,0.388
KY,South,0.121,57462,0.395
KY,South,0.156,37603,0.489
KY,South,0.153,36670,0.473
KY,South,0.154,36613,0.546
KY,South,0.15,37317,0.499
KY,South,0.149,37478,0.432
KY,South,0.151,37977,0.406
KY,South,0.137,54627,0.404
KY,South,0.134,53321,0.414
KY,South,0.131,41990,0.498
KY,South,0.123,38283,0.458
KY,South,0.184,40473,0.588
KY,South,0.181,41792,0.554
KY,South,0.16,35721,0.535
KY,South,0.161,34767,0.505
KY,South,0.158,28734,0.619
KY,South,0.156,29303,0.592
KY,South,0.211,37539,0.595
KY,South,0.2,41333,0.571
KY,South,0.162,45116,0.496
KY,South,0.152,45516,0.495
KY,South,0.218,22834,0.657
KY,South,0.205,24173,0.656
KY,South,0.168,26899,0.571
KY,South,0.171,27443,0.584
KY,South,0.141,35250,0.432
KY,South,0.147,37372,0.437
KY,South,0.175,27049,0.597
KY,South,0.175,30043,0.594
KY,South,0.14,44502,0.509
KY,South,0.138,46908,0.453
KY,South,0.16,36039,0.466
KY,South,0.154,36324,0.458
KY,South,0.192,28893,0.711
KY,South,0.188,29544,0.61
KY,South,0.181,29895,0.614
KY,South,0.169,30388,0.587
KY,South,0.167,46452,0.421
KY,South,0.163,47959,0.38
KY,South,0.153,34231,0.505
KY,South,0.148,35454,0.496
KY,South,0.177,31061,0.676
KY,South,0.183,31229,0.686
KY,South,0.153,46946,0.427
KY,South,0.151,46309,0.421
KY,South,0.237,28754,0.804
KY,South,0.232,28550,0.711
KY,South,0.15,43469,0.629
KY,South,0.152,44142,0.618
KY,South,0.157,42620,0.514
KY,South,0.142,42853,0.461
KY,South,0.152,46103,0.501
KY,South,0.14,43861,0.481
KY,South,0.153,39280,0.543
KY,South,0.152,39960,0.516
KY,South,0.173,35126,0.563
KY,South,0.167,32813,0.494
KY,South,0.151,32246,0.509
KY,South,0.15,32309,0.493
KY,South,0.14,43869,0.41
KY,South,0.138,44581,0.351
KY,South,0.122,50095,0.4
KY,South,0.118,50809,0.379
KY,South,0.158,48852,0.375
KY,South,0.156,48327,0.374
KY,South,0.191,27137,0.617
KY,South,0.207,25460,0.506
KY,South,0.165,38249,0.481
KY,South,0.162,42228,0.471
KY,South,0.164,31387,0.543
KY,South,0.158,33588,0.627
KY,South,0.15,41745,0.49
KY,South,0.15,42492,0.455
KY,South,0.155,45119,0.479
KY,South,0.151,48245,0.446
KY,South,0.152,39376,0.388
KY,South,0.153,38733,0.512
KY,South,0.151,40076,0.489
KY,South,0.151,40782,0.512
KY,South,0.224,27456,0.75
KY,South,0.208,28759,0.699
KY,South,0.178,45913,0.563
KY,South,0.172,47495,0.523
KY,South,0.148,47872,0.455
KY,South,0.144,52011,0.446
KY,South,0.161,35195,0.509
KY,South,0.16,34593,0.539
KY,South,0.143,53500,0.396
KY,South,0.139,53949,0.391
KY,South,0.173,29198,0.633
KY,South,0.181,32294,0.602
KY,South,0.214,27545,0.632
KY,South,0.21,26220,0.629
KY,South,0.141,40232,0.469
KY,South,0.139,41537,0.462
KY,South,0.163,35061,0.511
KY,South,0.158,35372,0.489
KY,South,0.176,32114,0.598
KY,South,0.169,33469,0.53
KY,South,0.195,25020,0.702
KY,South,0.207,25767,0.646
KY,South,0.176,27517,0.558
KY,South,0.18,29008,0.514
